point_id,label,crop_name,doy_3,doy_6,doy_9
P0561,0,非耕地,0.12,0.12,0.12
P0562,0,非耕地,0.12,0.12,0.12
P0563,0,非耕地,0.12,0.12,0.12
P0564,0,非耕地,0.12,0.12,0.12
P0565,0,非耕地,0.12,0.12,0.12
P0566,0,非耕地,0.12,0.12,0.12
P0567,0,非耕地,0.12,0.12,0.12
P0568,0,非耕地,0.12,0.12,0.12
P0569,0,非耕地,0.12,0.12,0.12
P0570,0,非耕地,0.12,0.12,0.12
P0571,0,非耕地,0.12,0.12,0.12
P0572,0,非耕地,0.12,0.12,0.12
P0573,0,非耕地,0.12,0.12,0.12
P0574,0,非耕地,0.12,0.12,0.12
P0575,0,非耕地,0.12,0.12,0.12
P0576,0,非耕地,0.12,0.12,0.12
P0577,0,非耕地,0.12,0.12,0.12
P0578,0,非耕地,0.12,0.12,0.12
P0579,0,非耕地,0.12,0.12,0.12
P0580,0,非耕地,0.12,0.12,0.12
P0581,0,非耕地,0.12,0.12,0.12
P0582,0,非耕地,0.12,0.12,0.12
P0583,0,非耕地,0.12,0.12,0.12
P0584,0,非耕地,0.12,0.12,0.12
P0585,0,非耕地,0.12,0.12,0.12
P0586,0,非耕地,0.12,0.12,0.12
P0587,0,非耕地,0.12,0.12,0.12
P0588,0,非耕地,0.12,0.12,0.12
P0589,0,非耕地,0.12,0.12,0.12
P0590,0,非耕地,0.12,0.12,0.12
P0591,0,非耕地,0.12,0.12,0.12
P0592,0,非耕地,0.12,0.12,0.12
P0593,0,非耕地,0.12,0.12,0.12
P0594,0,非耕地,0.12,0.12,0.12
P0595,0,非耕地,0.12,0.12,0.12
P0596,0,非耕地,0.12,0.12,0.12
P0597,0,非耕地,0.12,0.12,0.12
P0598,0,非耕地,0.12,0.12,0.12
P0599,0,非耕地,0.12,0.12,0.12
P0600,0,非耕地,0.12,0.12,0.12
P0601,0,非耕地,0.12,0.12,0.12
P0602,0,非耕地,0.12,0.12,0.12
P0603,0,非耕地,0.12,0.12,0.12
P0604,0,非耕地,0.12,0.12,0.12
P0605,0,非耕地,0.12,0.12,0.12
P0606,0,非耕地,0.12,0.12,0.12
P0607,0,非耕地,0.12,0.12,0.12
P0608,0,非耕地,0.12,0.12,0.12
P0609,0,非耕地,0.12,0.12,0.12
P0610,0,非耕地,0.12,0.12,0.12
P0611,0,非耕地,0.12,0.12,0.12
P0612,0,非耕地,0.12,0.12,0.12
P0613,0,非耕地,0.12,0.12,0.12
P0614,0,非耕地,0.12,0.12,0.12
P0615,0,非耕地,0.12,0.12,0.12
P0616,0,非耕地,0.12,0.12,0.12
P0617,0,非耕地,0.12,0.12,0.12
P0618,0,非耕地,0.12,0.12,0.12
P0619,0,非耕地,0.12,0.12,0.12
P0620,0,非耕地,0.12,0.12,0.12
P0621,0,非耕地,0.12,0.12,0.12
P0622,0,非耕地,0.12,0.12,0.12
P0623,0,非耕地,0.12,0.12,0.12
P0624,0,非耕地,0.12,0.12,0.12
P0625,0,非耕地,0.12,0.12,0.12
P0626,0,非耕地,0.12,0.12,0.12
P0627,0,非耕地,0.12,0.12,0.12
P0628,0,非耕地,0.12,0.12,0.12
P0629,0,非耕地,0.12,0.12,0.12
P0630,0,非耕地,0.12,0.12,0.12
P0631,0,非耕地,0.12,0.12,0.12
P0632,0,非耕地,0.12,0.12,0.12
P0633,0,非耕地,0.12,0.12,0.12
P0634,0,非耕地,0.12,0.12,0.12
P0635,0,非耕地,0.12,0.12,0.12
P0636,0,非耕地,0.12,0.12,0.12
P0637,0,非耕地,0.12,0.12,0.12
P0638,0,非耕地,0.12,0.12,0.12
P0639,0,非耕地,0.12,0.12,0.12
P0640,0,非耕地,0.12,0.12,0.12
P0641,0,非耕地,0.12,0.12,0.12
P0642,0,非耕地,0.12,0.12,0.12
P0643,0,非耕地,0.12,0.12,0.12
P0644,0,非耕地,0.12,0.12,0.12
P0645,0,非耕地,0.12,0.12,0.12
P0646,0,非耕地,0.12,0.12,0.12
P0647,0,非耕地,0.12,0.12,0.12
P0648,0,非耕地,0.12,0.12,0.12
P0649,0,非耕地,0.12,0.12,0.12
P0650,0,非耕地,0.12,0.12,0.12
P0651,0,非耕地,0.12,0.12,0.12
P0652,0,非耕地,0.12,0.12,0.12
P0653,0,非耕地,0.12,0.12,0.12
P0654,0,非耕地,0.12,0.12,0.12
P0655,0,非耕地,0.12,0.12,0.12
P0656,0,非耕地,0.12,0.12,0.12
P0657,0,非耕地,0.12,0.12,0.12
P0658,0,非耕地,0.12,0.12,0.12
P0659,0,非耕地,0.12,0.12,0.12
P0660,0,非耕地,0.12,0.12,0.12
P0661,0,非耕地,0.12,0.12,0.12
P0662,0,非耕地,0.12,0.12,0.12
P0663,0,非耕地,0.12,0.12,0.12
P0664,0,非耕地,0.12,0.12,0.12
P0665,0,非耕地,0.12,0.12,0.12
P0666,0,非耕地,0.12,0.12,0.12
P0667,0,非耕地,0.12,0.12,0.12
P0668,0,非耕地,0.12,0.12,0.12
P0669,0,非耕地,0.12,0.12,0.12
P0670,0,非耕地,0.12,0.12,0.12
P0671,0,非耕地,0.12,0.12,0.12
P0672,0,非耕地,0.12,0.12,0.12
P0673,0,非耕地,0.12,0.12,0.12
P0674,0,非耕地,0.12,0.12,0.12
P0675,0,非耕地,0.12,0.12,0.12
P0676,0,非耕地,0.12,0.12,0.12
P0677,0,非耕地,0.12,0.12,0.12
P0678,0,非耕地,0.12,0.12,0.12
P0679,0,非耕地,0.12,0.12,0.12
P0680,0,非耕地,0.12,0.12,0.12
P0681,0,非耕地,0.12,0.12,0.12
P0682,0,非耕地,0.12,0.12,0.12
P0683,0,非耕地,0.12,0.12,0.12
P0684,0,非耕地,0.12,0.12,0.12
P0685,0,非耕地,0.12,0.12,0.12
P0686,0,非耕地,0.12,0.12,0.12
P0687,0,非耕地,0.12,0.12,0.12
P0688,0,非耕地,0.12,0.12,0.12
P0689,0,非耕地,0.12,0.12,0.12
P0690,0,非耕地,0.12,0.12,0.12
P0691,0,非耕地,0.12,0.12,0.12
P0692,0,非耕地,0.12,0.12,0.12
P0693,0,非耕地,0.12,0.12,0.12
P0694,0,非耕地,0.12,0.12,0.12
P0695,0,非耕地,0.12,0.12,0.12
P0696,0,非耕地,0.12,0.12,0.12
P0697,0,非耕地,0.12,0.12,0.12
P0698,0,非耕地,0.12,0.12,0.12
P0699,0,非耕地,0.12,0.12,0.12
P0700,0,非耕地,0.12,0.12,0.12
P0701,0,非耕地,-0.6839,-0.6885,-0.6742
P0702,0,非耕地,-0.7333,-1.0,-1.0
P0703,0,非耕地,-0.05,-0.05,-0.05
P0704,0,非耕地,0.15,0.15,0.15
P0705,0,非耕地,-0.2803,-0.2659,-0.2555
P0706,0,非耕地,-0.8565,-0.9005,-0.8962
P0707,0,非耕地,-0.8919,-1.0,-0.9091
P0708,0,非耕地,-0.6008,-0.667,-0.6883
P0709,0,非耕地,-0.9917,-1.0,-0.9916
P0710,0,非耕地,-0.05,-0.05,-0.05
P0711,0,非耕地,-0.3123,-0.4526,-0.4017
P0712,0,非耕地,-0.5075,-0.5167,-0.4986
P0713,0,非耕地,-0.9019,-0.9374,-1.0
P0714,0,非耕地,-0.2142,-0.2012,-0.1973
P0715,0,非耕地,-0.7778,-0.7564,-0.7614
P0716,0,非耕地,-0.4566,-0.4678,-0.4733
P0717,0,非耕地,-0.9444,-1.0,-0.7778
P0718,0,非耕地,-0.05,-0.05,-0.05
P0719,0,非耕地,-0.4232,-0.6224,-0.2381
P0720,0,非耕地,0.0958,0.1179,0.1295
P0721,0,非耕地,-0.9024,-0.8462,-0.8857
P0722,0,非耕地,-0.5026,-0.5062,-0.499
P0723,0,非耕地,-0.3415,-0.5436,-0.7473
P0724,0,非耕地,-0.1678,-0.1281,-0.0996
P0725,0,非耕地,-0.4731,-0.4615,-0.4531
P0726,0,非耕地,-0.8462,-1.0,-1.0
P0727,0,非耕地,-0.147,-0.1211,-0.0814
P0728,0,非耕地,-0.9755,-0.9914,-0.9861
P0729,0,非耕地,-0.9921,-0.961,-0.9314
P0730,0,非耕地,0.15,0.15,0.15
P0731,0,非耕地,-0.8919,-1.0,-1.0
P0732,0,非耕地,-0.5696,-0.5,-0.4737
P0733,0,非耕地,-0.6667,-0.5745,-0.4894
P0734,0,非耕地,-0.8909,-0.9535,-0.9474
P0735,0,非耕地,0.15,0.15,0.15
P0736,0,非耕地,-0.688,-0.7013,-0.7067
P0737,0,非耕地,0.136,0.1375,0.142
P0738,0,非耕地,-0.2929,-0.27,-0.2598
P0739,0,非耕地,-0.5623,-0.5964,-0.631
P0740,0,非耕地,-0.55,-0.5607,-0.5673
P0741,0,非耕地,-0.9732,-0.9336,-0.9
P0742,0,非耕地,-0.9346,-0.9773,-0.9954
P0743,0,非耕地,-0.6534,-0.7028,-0.7291
P0744,0,非耕地,-0.8378,-1.0,-0.9355
P0745,0,非耕地,-0.5258,-0.5145,-0.5077
P0746,0,非耕地,-0.05,-0.05,-0.05
P0747,0,非耕地,-0.6401,-0.6624,-0.679
P0748,0,非耕地,0.0987,0.0985,0.0975
P0749,0,非耕地,-0.6222,-0.6068,-0.6168
P0750,0,非耕地,-0.5495,-0.5658,-0.574
P0751,0,非耕地,-0.5947,-0.6044,-0.6316
P0752,0,非耕地,-0.6812,-0.7541,-0.8026
P0753,0,非耕地,-0.5308,-0.5432,-0.5561
P0754,0,非耕地,-0.7385,-0.75,-0.7459
P0755,0,非耕地,-0.7611,-0.7792,-0.7987
P0756,0,非耕地,-0.4332,-0.6647,-0.4966
P0757,0,非耕地,0.0559,0.062,0.0665
P0758,0,非耕地,-0.05,-0.05,-0.05
P0759,0,非耕地,-0.7529,-0.9062,-0.9474
P0760,0,非耕地,-0.6249,-0.6293,-0.6627
P0761,0,非耕地,-0.6968,-0.6902,-0.6794
P0762,0,非耕地,-0.9524,-1.0,-1.0
P0763,0,非耕地,-0.5155,-0.5021,-0.5026
P0764,0,非耕地,-0.9631,-0.9602,-0.9563
P0765,0,非耕地,-0.7476,-0.7474,-0.7354
P0766,0,非耕地,-0.5062,-0.5267,-0.5397
P0767,0,非耕地,0.0424,0.0483,0.0542
P0768,0,非耕地,-0.8659,-0.8866,-0.883
P0769,0,非耕地,-0.0774,-0.05,-0.05
P0770,0,非耕地,-0.7809,-0.8619,-0.9372
P0771,0,非耕地,-0.2057,-0.1935,-0.1877
P0772,0,非耕地,-0.7261,-0.771,-0.7917
P0773,0,非耕地,-0.71,-0.7194,-0.7201
P0774,0,非耕地,-0.9949,-0.9836,-0.9765
P0775,0,非耕地,-0.05,-0.05,-0.05
P0776,0,非耕地,-0.7828,-0.8679,-0.9361
P0777,0,非耕地,-0.9281,-0.9152,-0.8977
P0778,0,非耕地,-0.9559,-0.9429,-0.9585
P0779,0,非耕地,-0.9869,-1.0,-1.0
P0780,0,非耕地,-0.7573,-0.7587,-0.7637
P0781,0,非耕地,-0.8615,-0.9257,-0.9138
P0782,0,非耕地,-0.3901,-0.3813,-0.3881
P0783,0,非耕地,0.15,0.15,0.15
P0784,0,非耕地,-0.9429,-1.0,-1.0
P0785,0,非耕地,-0.6185,-0.6371,-0.6671
P0786,0,非耕地,0.15,0.15,0.15
P0787,0,非耕地,-0.8095,-0.9574,-0.9
P0788,0,非耕地,-0.655,-0.6459,-0.6484
P0789,0,非耕地,0.1251,0.1274,0.134
P0790,0,非耕地,-0.2213,-0.2256,-0.2084
P0791,0,非耕地,-0.4101,-0.3904,-0.3618
P0792,0,非耕地,-0.05,-0.05,-0.05
P0793,0,非耕地,-0.8131,-0.9242,-0.9066
P0794,0,非耕地,-0.851,-0.8504,-0.8369
P0795,0,非耕地,-0.965,-0.9793,-0.8939
P0796,0,非耕地,0.1102,0.1004,0.1021
P0797,0,非耕地,-0.806,-0.8729,-0.941
P0798,0,非耕地,-0.8333,-1.0,-0.6923
P0799,0,非耕地,-0.5717,-0.5574,-0.5005
P0800,0,非耕地,-0.6753,-0.6813,-0.6739
P0801,0,非耕地,0.15,0.15,0.15
P0802,0,非耕地,0.15,0.15,0.15
P0803,0,非耕地,-0.427,-0.4382,-0.4465
P0804,0,非耕地,-0.85,-0.7956,-0.7285
P0805,0,非耕地,0.15,0.15,0.15
P0806,0,非耕地,-0.8263,-0.9061,-0.9676
P0807,0,非耕地,-0.2949,-0.3023,-0.3126
P0808,0,非耕地,-0.3134,-0.3142,-0.3141
P0809,0,非耕地,-0.05,-0.05,-0.05
P0810,0,非耕地,-0.5593,-0.5771,-0.5965
P0811,0,非耕地,-0.8947,-1.0,-0.931
P0812,0,非耕地,-0.3168,-0.4388,-0.5207
P0813,0,非耕地,-0.873,-1.0,-1.0
P0814,0,非耕地,-0.7209,-0.7049,-0.6714
P0815,0,非耕地,-0.8261,-0.8996,-0.9221
P0816,0,非耕地,-0.0798,-0.0674,-0.0573
P0817,0,非耕地,-0.8657,-0.8644,-0.849
P0818,0,非耕地,-0.5364,-0.5465,-0.5245
P0819,0,非耕地,-0.9078,-0.9067,-0.9097
P0820,0,非耕地,-0.64,-1.0,-1.0
P0821,0,非耕地,-0.0815,-0.05,-0.05
P0822,0,非耕地,-0.05,-0.05,-0.05
P0823,0,非耕地,-0.9704,-0.9322,-0.8667
P0824,0,非耕地,0.0228,0.0289,0.0365
P0825,0,非耕地,-0.9459,-0.9444,-1.0
P0826,0,非耕地,-0.5,-0.5495,-0.539
P0827,0,非耕地,-0.8723,-0.8824,-0.8113
P0828,0,非耕地,-0.5174,-0.5125,-0.5095
P0829,0,非耕地,-0.6339,-0.719,-0.7562
P0830,0,非耕地,-0.7095,-0.7196,-0.8029
P0831,0,非耕地,-0.3884,-0.4426,-0.4763
P0832,0,非耕地,-0.719,-0.8039,-0.8652
P0833,0,非耕地,-0.7358,-0.7439,-0.7674
P0834,0,非耕地,-0.8109,-0.8243,-0.8354
P0835,0,非耕地,-0.7811,-0.7613,-0.7597
P0836,0,非耕地,0.1165,0.1301,0.1449
P0837,0,非耕地,-0.8206,-0.8318,-0.8344
P0838,0,非耕地,-0.871,-0.8558,-0.8477
P0839,0,非耕地,-0.5108,-0.4827,-0.4652
P0840,0,非耕地,0.15,0.15,0.15
P0841,0,非耕地,-0.5088,-0.9286,-1.0
P0842,0,非耕地,-0.1568,-0.6727,-0.8462
P0843,0,非耕地,-0.7264,-0.7476,-0.7589
P0844,0,非耕地,-0.9608,-0.9436,-0.9364
P0845,0,非耕地,-0.4965,-0.5267,-0.5564
P0846,0,非耕地,-0.7959,-1.0,-0.9512
P0847,0,非耕地,-0.5386,-0.5401,-0.5431
P0848,0,非耕地,-0.9543,-0.9394,-0.9512
P0849,0,非耕地,-0.9653,-0.9326,-0.8995
P0850,0,非耕地,-0.5962,-0.5774,-0.5948
P0851,0,非耕地,-0.6923,-0.6,-0.6327
P0852,0,非耕地,-0.05,-0.05,-0.05
P0853,0,非耕地,-0.6205,-0.6504,-0.6731
P0854,0,非耕地,0.038,0.0378,0.0419
P0855,0,非耕地,-0.0552,-0.05,-0.05
P0856,0,非耕地,-0.137,-0.1337,-0.1429
P0857,0,非耕地,-0.697,-0.6216,-0.6216
P0858,0,非耕地,-0.5165,-0.546,-0.574
P0859,0,非耕地,-0.1938,-0.3659,-0.5518
P0860,0,非耕地,-0.8889,-1.0,-1.0
P0861,0,非耕地,0.0769,0.0741,0.0733
P0862,0,非耕地,-0.45,-0.3821,-0.3658
P0863,0,非耕地,-0.9543,-0.9481,-0.9412
P0864,0,非耕地,-0.7037,-0.6078,-0.5745
P0865,0,非耕地,-0.05,-0.05,-0.05
P0866,0,非耕地,-0.7727,-0.7209,-0.7143
P0867,0,非耕地,-0.9718,-1.0,-0.9623
P0868,0,非耕地,-0.9624,-0.8983,-0.8577
P0869,0,非耕地,0.15,0.15,0.15
P0870,0,非耕地,0.15,0.15,0.15
P0871,0,非耕地,-0.05,-0.05,-0.05
P0872,0,非耕地,-0.05,-0.05,-0.05
P0873,0,非耕地,0.15,0.15,0.15
P0874,0,非耕地,0.148,0.15,0.15
P0875,0,非耕地,-0.496,-0.4928,-0.4987
P0876,0,非耕地,0.15,0.15,0.15
P0877,0,非耕地,-0.7561,-0.95,-0.76
P0878,0,非耕地,-0.5399,-0.515,-0.5138
P0879,0,非耕地,-0.9783,-0.991,-0.9583
P0880,0,非耕地,-0.247,-0.1506,-0.1058
P0881,0,非耕地,-0.9816,-0.9801,-0.9678
P0882,0,非耕地,-0.4716,-0.4779,-0.4811
P0883,0,非耕地,-0.9867,-0.9644,-0.9615
P0884,0,非耕地,-0.459,-0.4729,-0.4861
P0885,0,非耕地,0.1368,0.1441,0.1394
P0886,0,非耕地,-0.5789,-0.5686,-0.5501
P0887,0,非耕地,-0.7966,-0.8774,-0.947
P0888,0,非耕地,-0.2755,-0.3203,-0.3636
P0889,0,非耕地,-0.9809,-1.0,-0.9552
P0890,0,非耕地,-0.6012,-0.586,-0.5914
P0891,0,非耕地,-0.8571,-0.8333,-0.7714
P0892,0,非耕地,-0.6309,-0.7305,-0.817
P0893,0,非耕地,-0.6164,-0.5789,-0.5882
P0894,0,非耕地,-0.6587,-0.7415,-0.7741
P0895,0,非耕地,-0.551,-0.5747,-0.593
P0896,0,非耕地,-0.8889,-1.0,-0.931
P0897,0,非耕地,-0.7756,-0.7935,-0.8019
P0898,0,非耕地,-0.2641,-0.241,-0.2567
P0899,0,非耕地,-0.5595,-0.5887,-0.6066
P0900,0,非耕地,-0.3818,-0.3673,-0.3651
P0901,0,非耕地,0.1803,0.1805,0.18
P0902,0,非耕地,0.12,0.12,0.12
P0903,0,非耕地,0.12,0.12,0.12
P0904,0,非耕地,0.15,0.15,0.15
P0905,0,非耕地,0.12,0.12,0.12
P0906,0,非耕地,0.12,0.12,0.12
P0907,0,非耕地,0.12,0.12,0.12
P0908,0,非耕地,0.12,0.12,0.12
P0909,0,非耕地,0.12,0.12,0.12
P0910,0,非耕地,0.12,0.12,0.12
P0911,0,非耕地,0.12,0.12,0.12
P0912,0,非耕地,0.12,0.12,0.12
P0913,0,非耕地,0.12,0.12,0.12
P0914,0,非耕地,0.12,0.12,0.12
P0915,0,非耕地,0.12,0.12,0.12
P0916,0,非耕地,0.12,0.12,0.12
P0917,0,非耕地,0.12,0.12,0.12
P0918,0,非耕地,0.12,0.12,0.12
P0919,0,非耕地,0.12,0.12,0.12
P0920,0,非耕地,0.12,0.12,0.12
P0921,0,非耕地,0.12,0.12,0.12
P0922,0,非耕地,0.12,0.12,0.12
P0923,0,非耕地,0.12,0.12,0.12
P0924,0,非耕地,0.12,0.12,0.12
P0925,0,非耕地,0.12,0.12,0.12
P0926,0,非耕地,0.0381,0.0391,0.043
P0927,0,非耕地,0.12,0.12,0.12
P0928,0,非耕地,0.12,0.12,0.12
P0929,0,非耕地,0.12,0.12,0.12
P0930,0,非耕地,0.12,0.12,0.12
P0931,0,非耕地,0.12,0.12,0.12
P0932,0,非耕地,-0.8065,-0.7778,-0.7857
P0933,0,非耕地,0.12,0.12,0.12
P0934,0,非耕地,0.12,0.12,0.12
P0935,0,非耕地,0.12,0.12,0.12
P0936,0,非耕地,0.12,0.12,0.12
P0937,0,非耕地,0.12,0.12,0.12
P0938,0,非耕地,0.12,0.12,0.12
P0939,0,非耕地,0.12,0.12,0.12
P0940,0,非耕地,0.12,0.12,0.12
P0941,0,非耕地,0.059,0.0586,0.0578
P0942,0,非耕地,0.12,0.12,0.12
P0943,0,非耕地,0.12,0.12,0.12
P0944,0,非耕地,0.12,0.12,0.12
P0945,0,非耕地,0.12,0.12,0.12
P0946,0,非耕地,0.12,0.12,0.12
P0947,0,非耕地,0.12,0.12,0.12
P0948,0,非耕地,-0.8927,-0.9484,-0.9444
P0949,0,非耕地,0.12,0.12,0.12
P0950,0,非耕地,0.12,0.12,0.12
P0951,0,非耕地,0.12,0.12,0.12
P0952,0,非耕地,0.12,0.12,0.12
P0953,0,非耕地,0.12,0.12,0.12
P0954,0,非耕地,0.12,0.12,0.12
P0955,0,非耕地,0.12,0.12,0.12
P0956,0,非耕地,0.0775,0.0866,0.089
P0957,0,非耕地,-0.6863,-0.9375,-0.9286
P0958,0,非耕地,-0.2764,-0.2593,-0.2585
P0959,0,非耕地,0.12,0.12,0.12
P0960,0,非耕地,0.12,0.12,0.12
P0961,0,非耕地,0.12,0.12,0.12
P0962,0,非耕地,-0.9804,-0.9759,-0.8947
P0963,0,非耕地,0.12,0.12,0.12
P0964,0,非耕地,0.12,0.12,0.12
P0965,0,非耕地,0.12,0.12,0.12
P0966,0,非耕地,-0.05,-0.05,-0.0539
P0967,0,非耕地,0.12,0.12,0.12
P0968,0,非耕地,0.12,0.12,0.12
P0969,0,非耕地,0.12,0.12,0.12
P0970,0,非耕地,0.12,0.12,0.12
P0971,0,非耕地,-0.8509,-0.9118,-0.9535
P0972,0,非耕地,0.12,0.12,0.12
P0973,0,非耕地,0.12,0.12,0.12
P0974,0,非耕地,0.12,0.12,0.12
P0975,0,非耕地,0.12,0.12,0.12
P0976,0,非耕地,0.12,0.12,0.12
P0977,0,非耕地,0.12,0.12,0.12
P0978,0,非耕地,0.12,0.12,0.12
P0979,0,非耕地,0.12,0.12,0.12
P0980,0,非耕地,0.12,0.12,0.12
P0981,0,非耕地,0.12,0.12,0.12
P0982,0,非耕地,0.12,0.12,0.12
P0983,0,非耕地,-0.9184,-0.8824,-0.84
P0984,0,非耕地,0.12,0.12,0.12
P0985,0,非耕地,0.12,0.12,0.12
P0986,0,非耕地,-0.05,-0.05,-0.05
P0987,0,非耕地,0.12,0.12,0.12
P0988,0,非耕地,0.12,0.12,0.12
P0989,0,非耕地,0.12,0.12,0.12
P0990,0,非耕地,0.12,0.12,0.12
P0991,0,非耕地,0.12,0.12,0.12
P0992,0,非耕地,0.12,0.12,0.12
P0993,0,非耕地,0.12,0.12,0.12
P0994,0,非耕地,0.12,0.12,0.12
P0995,0,非耕地,0.12,0.12,0.12
P0996,0,非耕地,0.12,0.12,0.12
P0997,0,非耕地,0.12,0.12,0.12
P0998,0,非耕地,0.12,0.12,0.12
P0999,0,非耕地,0.12,0.12,0.12
P1000,0,非耕地,0.12,0.12,0.12
P1001,1,耕地,0.5945,0.5995,0.608
P1002,1,耕地,0.5238,0.5416,0.5631
P1003,1,耕地,0.4796,0.5043,0.5277
P1004,1,耕地,0.4931,0.5154,0.5452
P1005,1,耕地,0.5308,0.5273,0.5285
P1006,1,耕地,0.6078,0.6088,0.61
P1007,1,耕地,0.568,0.5688,0.5709
P1008,1,耕地,0.5119,0.5229,0.537
P1009,1,耕地,0.5417,0.5451,0.5547
P1010,1,耕地,0.5386,0.5541,0.5798
P1011,1,耕地,0.5114,0.5148,0.5202
P1012,1,耕地,0.4601,0.438,0.4204
P1013,1,耕地,0.5286,0.5331,0.5386
P1014,1,耕地,0.4561,0.4658,0.4854
P1015,1,耕地,0.4928,0.4978,0.5037
P1016,1,耕地,0.5227,0.5295,0.5382
P1017,1,耕地,0.6327,0.6357,0.638
P1018,1,耕地,0.4744,0.4762,0.4792
P1019,1,耕地,0.5603,0.5683,0.5784
P1020,1,耕地,0.6099,0.6092,0.61
P1021,1,耕地,0.4627,0.4763,0.4885
P1022,1,耕地,0.4785,0.4772,0.4786
P1023,1,耕地,0.6179,0.6164,0.6238
P1024,1,耕地,0.4629,0.487,0.5115
P1025,1,耕地,0.5088,0.5116,0.5132
P1026,1,耕地,0.5434,0.5541,0.563
P1027,1,耕地,0.4626,0.4903,0.5158
P1028,1,耕地,0.499,0.5199,0.5525
P1029,1,耕地,0.6033,0.6099,0.6182
P1030,1,耕地,0.5735,0.5767,0.5811
P1031,1,耕地,0.5199,0.5166,0.513
P1032,1,耕地,0.5628,0.5608,0.5568
P1033,1,耕地,0.5006,0.5216,0.5352
P1034,1,耕地,0.5693,0.5716,0.5736
P1035,1,耕地,0.4635,0.473,0.4821
P1036,1,耕地,0.5053,0.5107,0.5193
P1037,1,耕地,0.5891,0.5936,0.6016
P1038,1,耕地,0.4505,0.4534,0.4576
P1039,1,耕地,0.5199,0.51,0.4994
P1040,1,耕地,0.5331,0.5397,0.5428
P1041,1,耕地,0.529,0.4988,0.4786
P1042,1,耕地,0.463,0.4641,0.4699
P1043,1,耕地,0.5893,0.5961,0.6043
P1044,1,耕地,0.475,0.4771,0.4818
P1045,1,耕地,0.5426,0.5423,0.5461
P1046,1,耕地,0.6023,0.601,0.6001
P1047,1,耕地,0.5475,0.5437,0.544
P1048,1,耕地,0.5456,0.5358,0.527
P1049,1,耕地,0.6077,0.6138,0.623
P1050,1,耕地,0.534,0.5343,0.5376
P1051,1,耕地,0.566,0.573,0.5818
P1052,1,耕地,0.5712,0.5866,0.6009
P1053,1,耕地,0.5539,0.5525,0.5547
P1054,1,耕地,0.4816,0.4841,0.4922
P1055,1,耕地,0.6069,0.6072,0.6133
P1056,1,耕地,0.6413,0.6435,0.6456
P1057,1,耕地,0.52,0.5223,0.53
P1058,1,耕地,0.5912,0.5937,0.5963
P1059,1,耕地,0.5065,0.5171,0.53
P1060,1,耕地,0.5783,0.5775,0.5789
P1061,1,耕地,0.4579,0.4631,0.4648
P1062,1,耕地,0.5857,0.5862,0.5898
P1063,1,耕地,0.5341,0.5368,0.5417
P1064,1,耕地,0.6451,0.6485,0.653
P1065,1,耕地,0.533,0.5347,0.5374
P1066,1,耕地,0.5507,0.5756,0.6041
P1067,1,耕地,0.5787,0.5965,0.6068
P1068,1,耕地,0.5655,0.5684,0.571
P1069,1,耕地,0.557,0.5562,0.5616
P1070,1,耕地,0.5506,0.554,0.5593
P1071,1,耕地,0.4634,0.4471,0.4387
P1072,1,耕地,0.4736,0.4455,0.43
P1073,1,耕地,0.4994,0.5014,0.508
P1074,1,耕地,0.5807,0.5851,0.5913
P1075,1,耕地,0.5841,0.5786,0.5781
P1076,1,耕地,0.527,0.5361,0.5547
P1077,1,耕地,0.6163,0.6044,0.5992
P1078,1,耕地,0.4571,0.4719,0.4802
P1079,1,耕地,0.563,0.5657,0.5689
P1080,1,耕地,0.6145,0.6225,0.632
P1081,1,耕地,0.4986,0.5145,0.5416
P1082,1,耕地,0.5081,0.505,0.5034
P1083,1,耕地,0.5419,0.5607,0.5849
P1084,1,耕地,0.5884,0.6014,0.6089
P1085,1,耕地,0.5514,0.5672,0.5793
P1086,1,耕地,0.6698,0.6685,0.6714
P1087,1,耕地,0.538,0.5441,0.5526
P1088,1,耕地,0.5518,0.5543,0.5551
P1089,1,耕地,0.4667,0.4417,0.4166
P1090,1,耕地,0.6457,0.6426,0.651
P1091,1,耕地,0.5174,0.5188,0.5208
P1092,1,耕地,0.473,0.4608,0.4504
P1093,1,耕地,0.4795,0.5009,0.5317
P1094,1,耕地,0.5323,0.5325,0.5398
P1095,1,耕地,0.4679,0.4897,0.5115
P1096,1,耕地,0.5265,0.5345,0.5517
P1097,1,耕地,0.4552,0.4421,0.4298
P1098,1,耕地,0.4615,0.4567,0.4531
P1099,1,耕地,0.6329,0.6355,0.6395
P1100,1,耕地,0.4614,0.4702,0.4873
P1101,1,耕地,0.5814,0.5771,0.5738
P1102,1,耕地,0.4907,0.5002,0.5164
P1103,1,耕地,0.6032,0.5995,0.5975
P1104,1,耕地,0.4757,0.4819,0.4872
P1105,1,耕地,0.5619,0.5667,0.5751
P1106,1,耕地,0.532,0.5454,0.5674
P1107,1,耕地,0.5637,0.5642,0.5622
P1108,1,耕地,0.467,0.4855,0.5049
P1109,1,耕地,0.5834,0.5792,0.5806
P1110,1,耕地,0.5098,0.5093,0.5202
P1111,1,耕地,0.461,0.4636,0.4657
P1112,1,耕地,0.5252,0.5232,0.5206
P1113,1,耕地,0.6172,0.611,0.6134
P1114,1,耕地,0.4802,0.477,0.4673
P1115,1,耕地,0.6276,0.6354,0.6413
